SrNo,TollID,CategoryID,Single,Round
1360,195,2,114,171
1361,195,3,209,314
1362,195,4,324,486
1363,195,5,339,509
1364,195,6,369,554
1365,195,7,419,629
1366,196,1,70,105
1367,196,2,115,173
1368,196,3,210,315
1369,196,4,325,488
1370,196,5,340,510
1371,196,6,370,555
1372,196,7,420,630
1373,197,1,71,107
1374,197,2,116,174
1375,197,3,211,317
1376,197,4,326,489
1377,197,5,341,512
1378,197,6,371,557
1379,197,7,421,632
1380,198,1,72,108
1381,198,2,117,176
1382,198,3,212,318
1383,198,4,327,491
1384,198,5,342,513
1385,198,6,372,558
1386,198,7,422,633
1387,199,1,73,110
1388,199,2,118,177
1389,199,3,213,320
1390,199,4,328,492
1391,199,5,343,515
1392,199,6,373,560
1393,199,7,423,635
1394,200,1,74,111
1395,200,2,119,179
1396,200,3,214,321
1397,200,4,329,494
1398,200,5,344,516
1399,200,6,374,561
1400,200,7,424,636
1401,201,1,50,75
1402,201,2,95,143
1403,201,3,190,285
1404,201,4,305,458
1405,201,5,320,480
1406,201,6,350,525
1407,201,7,400,600
1408,202,1,51,77
1409,202,2,96,144
1410,202,3,191,287
1411,202,4,306,459
1412,202,5,321,482
1413,202,6,351,527
1414,202,7,401,602
1415,203,1,52,78
1416,203,2,97,146
1417,203,3,192,288
1418,203,4,307,461
1419,203,5,322,483
1420,203,6,352,528
1421,203,7,402,603
1422,204,1,53,80
1423,204,2,98,147
1424,204,3,193,290
1425,204,4,308,462
1426,204,5,323,485
1427,204,6,353,530
1428,204,7,403,605
1429,205,1,54,81
1430,205,2,99,149
1431,205,3,194,291
1432,205,4,309,464
1433,205,5,324,486
1434,205,6,354,531
1435,205,7,404,606
1436,206,1,55,83
1437,206,2,100,150
1438,206,3,195,293
1439,206,4,310,465
1440,206,5,325,488
1441,206,6,355,533
1442,206,7,405,608
1443,207,1,56,84
1444,207,2,101,152
1445,207,3,196,294
1446,207,4,311,467
1447,207,5,326,489
1448,207,6,356,534
1449,207,7,406,609
1450,208,1,57,86
1451,208,2,102,153
1452,208,3,197,296
1453,208,4,312,468
1454,208,5,327,491
1455,208,6,357,536
1456,208,7,407,611
1457,209,1,58,87
1458,209,2,103,155
1459,209,3,198,297
1460,209,4,313,470
1461,209,5,328,492
1462,209,6,358,537
1463,209,7,408,612
1464,210,1,59,89
1465,210,2,104,156
1466,210,3,199,299
1467,210,4,314,471
1468,210,5,329,494
1469,210,6,359,539
1470,210,7,409,614
1471,211,1,60,90
1472,211,2,105,158
1473,211,3,200,300
1474,211,4,315,473
1475,211,5,330,495
1476,211,6,360,540
1477,211,7,410,615
1478,212,1,61,92
1479,212,2,106,159
1480,212,3,201,302
1481,212,4,316,474
1482,212,5,331,497
1483,212,6,361,542
1484,212,7,411,617
1485,213,1,62,93
1486,213,2,107,161
1487,213,3,202,303
1488,213,4,317,476
1489,213,5,332,498
1490,213,6,362,543
1491,213,7,412,618
1492,214,1,63,95
1493,214,2,108,162
1494,214,3,203,305
1495,214,4,318,477
1496,214,5,333,500
1497,214,6,363,545
1498,214,7,413,620
1499,215,1,64,96
1500,215,2,109,164
1501,215,3,204,306
1502,215,4,319,479
1503,215,5,334,501
1504,215,6,364,546
1505,215,7,414,621
1506,216,1,65,98
1507,216,2,110,165
1508,216,3,205,308
1509,216,4,320,480
1510,216,5,335,503
1511,216,6,365,548
1512,216,7,415,623
1513,217,1,66,99
1514,217,2,111,167
1515,217,3,206,309
1516,217,4,321,482
1517,217,5,336,504
1518,217,6,366,549
1519,217,7,416,624
1520,218,1,67,101
1521,218,2,112,168
1522,218,3,207,311
1523,218,4,322,483
1524,218,5,337,506
1525,218,6,367,551
1526,218,7,417,626
1527,219,1,68,102
1528,219,2,113,170
1529,219,3,208,312
1530,219,4,323,485
1531,219,5,338,507
1532,219,6,368,552
1533,219,7,418,627
1534,220,1,69,104
1535,220,2,114,171
1536,220,3,209,314
1537,220,4,324,486
1538,220,5,339,509
1539,220,6,369,554
1540,220,7,419,629
1541,221,1,70,105
1542,221,2,115,173
1543,221,3,210,315
1544,221,4,325,488
1545,221,5,340,510
1546,221,6,370,555
1547,221,7,420,630
1548,222,1,71,107
1549,222,2,116,174
1550,222,3,211,317
1551,222,4,326,489
1552,222,5,341,512
1553,222,6,371,557
1554,222,7,421,632
1555,223,1,72,108
1556,223,2,117,176
1557,223,3,212,318
1558,223,4,327,491
1559,223,5,342,513
1560,223,6,372,558
1561,223,7,422,633
1562,224,1,73,110
1563,224,2,118,177
1564,224,3,213,320
1565,224,4,328,492
1566,224,5,343,515
1567,224,6,373,560
1568,224,7,423,635
1569,225,1,74,111
1570,225,2,119,179
1571,225,3,214,321
1572,225,4,329,494
1573,225,5,344,516
1574,225,6,374,561
1575,225,7,424,636
1576,226,1,50,75
1577,226,2,95,143
1578,226,3,190,285
1579,226,4,305,458
1580,226,5,320,480
1581,226,6,350,525
1582,226,7,400,600
1583,227,1,51,77
1584,227,2,96,144
1585,227,3,191,287
1586,227,4,306,459
1587,227,5,321,482
1588,227,6,351,527
1589,227,7,401,602
1590,228,1,52,78
1591,228,2,97,146
1592,228,3,192,288
1593,228,4,307,461
1594,228,5,322,483
1595,228,6,352,528
1596,228,7,402,603
1597,229,1,53,80
1598,229,2,98,147
1599,229,3,193,290
1600,229,4,308,462
1601,229,5,323,485
1602,229,6,353,530
1603,229,7,403,605
1604,230,1,54,81
1605,230,2,99,149
1606,230,3,194,291
1607,230,4,309,464
1608,230,5,324,486
1609,230,6,354,531
1610,230,7,404,606
1611,231,1,55,83
1612,231,2,100,150
1613,231,3,195,293
1614,231,4,310,465
1615,231,5,325,488
1616,231,6,355,533
1617,231,7,405,608
1618,232,1,56,84
1619,232,2,101,152
1620,232,3,196,294
1621,232,4,311,467
1622,232,5,326,489
1623,232,6,356,534
1624,232,7,406,609
1625,233,1,57,86
1626,233,2,102,153
1627,233,3,197,296
1628,233,4,312,468
1629,233,5,327,491
1630,233,6,357,536
1631,233,7,407,611
1632,234,1,58,87
1633,234,2,103,155
1634,234,3,198,297
1635,234,4,313,470
1636,234,5,328,492
1637,234,6,358,537
1638,234,7,408,612
1639,235,1,59,89
1640,235,2,104,156
1641,235,3,199,299
1642,235,4,314,471
1643,235,5,329,494
1644,235,6,359,539
1645,235,7,409,614
1646,236,1,60,90
1647,236,2,105,158
1648,236,3,200,300
1649,236,4,315,473
1650,236,5,330,495
1651,236,6,360,540
1652,236,7,410,615
1653,237,1,61,92
1654,237,2,106,159
1655,237,3,201,302
1656,237,4,316,474
1657,237,5,331,497
1658,237,6,361,542
1659,237,7,411,617
1660,238,1,62,93
1661,238,2,107,161
1662,238,3,202,303
1663,238,4,317,476
1664,238,5,332,498
1665,238,6,362,543
1666,238,7,412,618
1667,239,1,63,95
1668,239,2,108,162
1669,239,3,203,305
1670,239,4,318,477
1671,239,5,333,500
1672,239,6,363,545
1673,239,7,413,620
1674,240,1,64,96
1675,240,2,109,164
1676,240,3,204,306
1677,240,4,319,479
1678,240,5,334,501
1679,240,6,364,546
1680,240,7,414,621
1681,241,1,65,98
1682,241,2,110,165
1683,241,3,205,308
1684,241,4,320,480
1685,241,5,335,503
1686,241,6,365,548
1687,241,7,415,623
1688,242,1,66,99
1689,242,2,111,167
1690,242,3,206,309
1691,242,4,321,482
1692,242,5,336,504
1693,242,6,366,549
1694,242,7,416,624
1695,243,1,67,101
1696,243,2,112,168
1697,243,3,207,311
1698,243,4,322,483
1699,243,5,337,506
1700,243,6,367,551
1701,243,7,417,626
1702,244,1,68,102
1703,244,2,113,170
1704,244,3,208,312
1705,244,4,323,485
1706,244,5,338,507
1707,244,6,368,552
1708,244,7,418,627
1709,245,1,69,104
1710,245,2,114,171
1711,245,3,209,314
1712,245,4,324,486
1713,245,5,339,509
1714,245,6,369,554
1715,245,7,419,629
1716,246,1,70,105
1717,246,2,115,173
1718,246,3,210,315
1719,246,4,325,488
1720,246,5,340,510
1721,246,6,370,555
1722,246,7,420,630
1723,247,1,71,107
1724,247,2,116,174
1725,247,3,211,317
1726,247,4,326,489
1727,247,5,341,512
1728,247,6,371,557
1729,247,7,421,632
1730,248,1,72,108
1731,248,2,117,176
1732,248,3,212,318
1733,248,4,327,491
1734,248,5,342,513
1735,248,6,372,558
1736,248,7,422,633
1737,249,1,73,110
1738,249,2,118,177
1739,249,3,213,320
1740,249,4,328,492
1741,249,5,343,515
1742,249,6,373,560
1743,249,7,423,635
1744,250,1,74,111
1745,250,2,119,179
1746,250,3,214,321
1747,250,4,329,494
1748,250,5,344,516
1749,250,6,374,561
1750,250,7,424,636
1751,251,1,50,75
1752,251,2,95,143
1753,251,3,190,285
1754,251,4,305,458
1755,251,5,320,480
1756,251,6,350,525
1757,251,7,400,600
1758,252,1,51,77
1759,252,2,96,144
1760,252,3,191,287
1761,252,4,306,459
1762,252,5,321,482
1763,252,6,351,527
1764,252,7,401,602
1765,253,1,52,78
1766,253,2,97,146
1767,253,3,192,288
1768,253,4,307,461
1769,253,5,322,483
1770,253,6,352,528
1771,253,7,402,603
1772,254,1,53,80
1773,254,2,98,147
1774,254,3,193,290
1775,254,4,308,462
1776,254,5,323,485
1777,254,6,353,530
1778,254,7,403,605
1779,255,1,54,81
1780,255,2,99,149
1781,255,3,194,291
1782,255,4,309,464
1783,255,5,324,486
1784,255,6,354,531
1785,255,7,404,606
1786,256,1,55,83
1787,256,2,100,150
1788,256,3,195,293
1789,256,4,310,465
1790,256,5,325,488
1791,256,6,355,533
1792,256,7,405,608
1793,257,1,56,84
1794,257,2,101,152
1795,257,3,196,294
1796,257,4,311,467
1797,257,5,326,489
1798,257,6,356,534
1799,257,7,406,609
1800,258,1,57,86
1801,258,2,102,153
1802,258,3,197,296
1803,258,4,312,468
1804,258,5,327,491
1805,258,6,357,536
1806,258,7,407,611
1807,259,1,58,87
1808,259,2,103,155
1809,259,3,198,297
1810,259,4,313,470
1811,259,5,328,492
1812,259,6,358,537
1813,259,7,408,612
1814,260,1,59,89
1815,260,2,104,156
1816,260,3,199,299
1817,260,4,314,471
1818,260,5,329,494
1819,260,6,359,539
1820,260,7,409,614
1821,261,1,60,90
1822,261,2,105,158
1823,261,3,200,300
1824,261,4,315,473
1825,261,5,330,495
1826,261,6,360,540
1827,261,7,410,615
1828,262,1,61,92
1829,262,2,106,159
1830,262,3,201,302
1831,262,4,316,474
1832,262,5,331,497
1833,262,6,361,542
1834,262,7,411,617
1835,263,1,62,93
1836,263,2,107,161
1837,263,3,202,303
1838,263,4,317,476
1839,263,5,332,498
1840,263,6,362,543
1841,263,7,412,618
1842,264,1,63,95
1843,264,2,108,162
1844,264,3,203,305
1845,264,4,318,477
1846,264,5,333,500
1847,264,6,363,545
1848,264,7,413,620
1849,265,1,64,96
1850,265,2,109,164
1851,265,3,204,306
1852,265,4,319,479
1853,265,5,334,501
1854,265,6,364,546
1855,265,7,414,621
1856,266,1,65,98
1857,266,2,110,165
1858,266,3,205,308
1859,266,4,320,480
1860,266,5,335,503
1861,266,6,365,548
1862,266,7,415,623
1863,267,1,66,99
1864,267,2,111,167
1865,267,3,206,309
1866,267,4,321,482
1867,267,5,336,504
1868,267,6,366,549
1869,267,7,416,624
1870,268,1,67,101
1871,268,2,112,168
1872,268,3,207,311
1873,268,4,322,483
1874,268,5,337,506
1875,268,6,367,551
1876,268,7,417,626
1877,269,1,68,102
1878,269,2,113,170
1879,269,3,208,312
1880,269,4,323,485
1881,269,5,338,507
1882,269,6,368,552
1883,269,7,418,627
1884,270,1,69,104
1885,270,2,114,171
1886,270,3,209,314
1887,270,4,324,486
1888,270,5,339,509
1889,270,6,369,554
1890,270,7,419,629
1891,271,1,70,105
1892,271,2,115,173
1893,271,3,210,315
1894,271,4,325,488
1895,271,5,340,510
1896,271,6,370,555
1897,271,7,420,630
1898,272,1,71,107
1899,272,2,116,174
1900,272,3,211,317
1901,272,4,326,489
1902,272,5,341,512
1903,272,6,371,557
1904,272,7,421,632
1905,273,1,72,108
1906,273,2,117,176
1907,273,3,212,318
1908,273,4,327,491
1909,273,5,342,513
1910,273,6,372,558
1911,273,7,422,633
1912,274,1,73,110
1913,274,2,118,177
1914,274,3,213,320
1915,274,4,328,492
1916,274,5,343,515
1917,274,6,373,560
1918,274,7,423,635
1919,275,1,74,111
1920,275,2,119,179
1921,275,3,214,321
1922,275,4,329,494
1923,275,5,344,516
1924,275,6,374,561
1925,275,7,424,636
1926,276,1,50,75
1927,276,2,95,143
1928,276,3,190,285
1929,276,4,305,458
1930,276,5,320,480
1931,276,6,350,525
1932,276,7,400,600
1933,277,1,51,77
1934,277,2,96,144
1935,277,3,191,287
1936,277,4,306,459
1937,277,5,321,482
1938,277,6,351,527
1939,277,7,401,602
1940,278,1,52,78
1941,278,2,97,146
1942,278,3,192,288
1943,278,4,307,461
1944,278,5,322,483
1945,278,6,352,528
1946,278,7,402,603
1947,279,1,53,80
1948,279,2,98,147
1949,279,3,193,290
1950,279,4,308,462
1951,279,5,323,485
1952,279,6,353,530
1953,279,7,403,605
1954,280,1,54,81
1955,280,2,99,149
1956,280,3,194,291
1957,280,4,309,464
1958,280,5,324,486
1959,280,6,354,531
1960,280,7,404,606
1961,281,1,55,83
1962,281,2,100,150
1963,281,3,195,293
1964,281,4,310,465
1965,281,5,325,488
1966,281,6,355,533
1967,281,7,405,608
1968,282,1,56,84
1969,282,2,101,152
1970,282,3,196,294
1971,282,4,311,467
1972,282,5,326,489
1973,282,6,356,534
1974,282,7,406,609
1975,283,1,57,86
1976,283,2,102,153
1977,283,3,197,296
1978,283,4,312,468
1979,283,5,327,491
1980,283,6,357,536
1981,283,7,407,611
1982,284,1,58,87
1983,284,2,103,155
1984,284,3,198,297
1985,284,4,313,470
1986,284,5,328,492
1987,284,6,358,537
1988,284,7,408,612
1989,285,1,59,89
1990,285,2,104,156
1991,285,3,199,299
1992,285,4,314,471
1993,285,5,329,494
1994,285,6,359,539
1995,285,7,409,614
1996,286,1,60,90
1997,286,2,105,158
1998,286,3,200,300
1999,286,4,315,473
2000,286,5,330,495
2001,286,6,360,540
2002,286,7,410,615
2003,287,1,61,92
2004,287,2,106,159
2005,287,3,201,302
2006,287,4,316,474
2007,287,5,331,497
2008,287,6,361,542
2009,287,7,411,617
2010,288,1,62,93
2011,288,2,107,161
2012,288,3,202,303
2013,288,4,317,476
2014,288,5,332,498
2015,288,6,362,543
2016,288,7,412,618
2017,289,1,63,95
2018,289,2,108,162
2019,289,3,203,305
2020,289,4,318,477
2021,289,5,333,500
2022,289,6,363,545
2023,289,7,413,620
2024,290,1,64,96
2025,290,2,109,164
2026,290,3,204,306
2027,290,4,319,479
2028,290,5,334,501
2029,290,6,364,546
2030,290,7,414,621
2031,291,1,65,98
2032,291,2,110,165
2033,291,3,205,308
2034,291,4,320,480
2035,291,5,335,503
2036,291,6,365,548
2037,291,7,415,623
2038,292,1,66,99
2039,292,2,111,167
2040,292,3,206,309
2041,292,4,321,482
2042,292,5,336,504
2043,292,6,366,549
2044,292,7,416,624
2045,293,1,67,101
2046,293,2,112,168
2047,293,3,207,311
2048,293,4,322,483
2049,293,5,337,506
2050,293,6,367,551
2051,293,7,417,626
2052,294,1,68,102
2053,294,2,113,170
2054,294,3,208,312
2055,294,4,323,485
2056,294,5,338,507
2057,294,6,368,552
2058,294,7,418,627
2059,295,1,69,104
2060,295,2,114,171
2061,295,3,209,314
2062,295,4,324,486
2063,295,5,339,509
2064,295,6,369,554
2065,295,7,419,629
2066,296,1,70,105
2067,296,2,115,173
2068,296,3,210,315
2069,296,4,325,488
2070,296,5,340,510
2071,296,6,370,555
2072,296,7,420,630
2073,297,1,71,107
2074,297,2,116,174
2075,297,3,211,317
2076,297,4,326,489
2077,297,5,341,512
2078,297,6,371,557
2079,297,7,421,632
2080,298,1,72,108
2081,298,2,117,176
2082,298,3,212,318
2083,298,4,327,491
2084,298,5,342,513
2085,298,6,372,558
2086,298,7,422,633
2087,299,1,73,110
2088,299,2,118,177
2089,299,3,213,320
2090,299,4,328,492
2091,299,5,343,515
2092,299,6,373,560
2093,299,7,423,635
2094,300,1,74,111
2095,300,2,119,179
2096,300,3,214,321
2097,300,4,329,494
2098,300,5,344,516
2099,300,6,374,561
2100,300,7,424,636
2101,301,1,50,75
2102,301,2,95,143
2103,301,3,190,285
2104,301,4,305,458
2105,301,5,320,480
2106,301,6,350,525
2107,301,7,400,600
2108,302,1,51,77
2109,302,2,96,144
2110,302,3,191,287
2111,302,4,306,459
2112,302,5,321,482
2113,302,6,351,527
2114,302,7,401,602
2115,303,1,52,78
2116,303,2,97,146
2117,303,3,192,288
2118,303,4,307,461
2119,303,5,322,483
2120,303,6,352,528
2121,303,7,402,603
2122,304,1,53,80
2123,304,2,98,147
2124,304,3,193,290
2125,304,4,308,462
2126,304,5,323,485
2127,304,6,353,530
2128,304,7,403,605
2129,305,1,54,81
2130,305,2,99,149
2131,305,3,194,291
2132,305,4,309,464
2133,305,5,324,486
2134,305,6,354,531
2135,305,7,404,606
2136,306,1,55,83
2137,306,2,100,150
2138,306,3,195,293
2139,306,4,310,465
2140,306,5,325,488
2141,306,6,355,533
2142,306,7,405,608
2143,307,1,56,84
2144,307,2,101,152
2145,307,3,196,294
2146,307,4,311,467
2147,307,5,326,489
2148,307,6,356,534
2149,307,7,406,609
2150,308,1,57,86
2151,308,2,102,153
2152,308,3,197,296
2153,308,4,312,468
2154,308,5,327,491
2155,308,6,357,536
2156,308,7,407,611
2157,309,1,58,87
2158,309,2,103,155
2159,309,3,198,297
2160,309,4,313,470
2161,309,5,328,492
2162,309,6,358,537
2163,309,7,408,612
2164,310,1,59,89
2165,310,2,104,156
2166,310,3,199,299
2167,310,4,314,471
2168,310,5,329,494
2169,310,6,359,539
2170,310,7,409,614
2171,311,1,60,90
2172,311,2,105,158
2173,311,3,200,300
2174,311,4,315,473
2175,311,5,330,495
2176,311,6,360,540
2177,311,7,410,615
2178,312,1,61,92
2179,312,2,106,159
2180,312,3,201,302
2181,312,4,316,474
2182,312,5,331,497
2183,312,6,361,542
2184,312,7,411,617
2185,313,1,62,93
2186,313,2,107,161
2187,313,3,202,303
2188,313,4,317,476
2189,313,5,332,498
2190,313,6,362,543
2191,313,7,412,618
2192,314,1,63,95
2193,314,2,108,162
2194,314,3,203,305
2195,314,4,318,477
2196,314,5,333,500
2197,314,6,363,545
2198,314,7,413,620
2199,315,1,64,96
2200,315,2,109,164
2201,315,3,204,306
2202,315,4,319,479
2203,315,5,334,501
2204,315,6,364,546
2205,315,7,414,621
2206,316,1,65,98
2207,316,2,110,165
2208,316,3,205,308
2209,316,4,320,480
2210,316,5,335,503
2211,316,6,365,548
2212,316,7,415,623
2213,317,1,66,99
2214,317,2,111,167
2215,317,3,206,309
2216,317,4,321,482
2217,317,5,336,504
2218,317,6,366,549
2219,317,7,416,624
2220,318,1,67,101
2221,318,2,112,168
2222,318,3,207,311
2223,318,4,322,483
2224,318,5,337,506
2225,318,6,367,551
2226,318,7,417,626
2227,319,1,68,102
2228,319,2,113,170
2229,319,3,208,312
2230,319,4,323,485
2231,319,5,338,507
2232,319,6,368,552
2233,319,7,418,627
2234,320,1,69,104
2235,320,2,114,171
2236,320,3,209,314
2237,320,4,324,486
2238,320,5,339,509
2239,320,6,369,554
2240,320,7,419,629
2241,321,1,70,105
2242,321,2,115,173
2243,321,3,210,315
2244,321,4,325,488
2245,321,5,340,510
2246,321,6,370,555
2247,321,7,420,630
2248,322,1,71,107
2249,322,2,116,174
2250,322,3,211,317
2251,322,4,326,489
2252,322,5,341,512
2253,322,6,371,557
2254,322,7,421,632
2255,323,1,72,108
2256,323,2,117,176
2257,323,3,212,318
2258,323,4,327,491
2259,323,5,342,513
2260,323,6,372,558
2261,323,7,422,633
2262,324,1,73,110
2263,324,2,118,177
2264,324,3,213,320
2265,324,4,328,492
2266,324,5,343,515
2267,324,6,373,560
2268,324,7,423,635
2269,325,1,74,111
2270,325,2,119,179
2271,325,3,214,321
2272,325,4,329,494
2273,325,5,344,516
2274,325,6,374,561
2275,325,7,424,636
2276,326,1,50,75
2277,326,2,95,143
2278,326,3,190,285
2279,326,4,305,458
2280,326,5,320,480
2281,326,6,350,525
2282,326,7,400,600
2283,327,1,51,77
2284,327,2,96,144
2285,327,3,191,287
2286,327,4,306,459
2287,327,5,321,482
2288,327,6,351,527
2289,327,7,401,602
2290,328,1,52,78
2291,328,2,97,146
2292,328,3,192,288
2293,328,4,307,461
2294,328,5,322,483
2295,328,6,352,528
2296,328,7,402,603
2297,329,1,53,80
2298,329,2,98,147
2299,329,3,193,290
2300,329,4,308,462
2301,329,5,323,485
2302,329,6,353,530
2303,329,7,403,605
2304,330,1,54,81
2305,330,2,99,149
2306,330,3,194,291
2307,330,4,309,464
2308,330,5,324,486
2309,330,6,354,531
2310,330,7,404,606
2311,331,1,55,83
2312,331,2,100,150
2313,331,3,195,293
2314,331,4,310,465
2315,331,5,325,488
2316,331,6,355,533
2317,331,7,405,608
2318,332,1,56,84
2319,332,2,101,152
2320,332,3,196,294
2321,332,4,311,467
2322,332,5,326,489
2323,332,6,356,534
2324,332,7,406,609
2325,333,1,57,86
2326,333,2,102,153
2327,333,3,197,296
2328,333,4,312,468
2329,333,5,327,491
2330,333,6,357,536
2331,333,7,407,611
2332,334,1,58,87
2333,334,2,103,155
2334,334,3,198,297
2335,334,4,313,470
2336,334,5,328,492
2337,334,6,358,537
2338,334,7,408,612
2339,335,1,59,89
2340,335,2,104,156
2341,335,3,199,299
2342,335,4,314,471
2343,335,5,329,494
2344,335,6,359,539
2345,335,7,409,614
2346,336,1,60,90
2347,336,2,105,158
2348,336,3,200,300
2349,336,4,315,473
2350,336,5,330,495
2351,336,6,360,540
2352,336,7,410,615
2353,337,1,61,92
2354,337,2,106,159
2355,337,3,201,302
2356,337,4,316,474
2357,337,5,331,497
2358,337,6,361,542
2359,337,7,411,617
2360,338,1,62,93
2361,338,2,107,161
2362,338,3,202,303
2363,338,4,317,476
2364,338,5,332,498
2365,338,6,362,543
2366,338,7,412,618
2367,339,1,63,95
2368,339,2,108,162
2369,339,3,203,305
2370,339,4,318,477
2371,339,5,333,500
2372,339,6,363,545
2373,339,7,413,620
2374,340,1,64,96
2375,340,2,109,164
2376,340,3,204,306
2377,340,4,319,479
2378,340,5,334,501
2379,340,6,364,546
2380,340,7,414,621
2381,341,1,65,98
2382,341,2,110,165
2383,341,3,205,308
2384,341,4,320,480
2385,341,5,335,503
2386,341,6,365,548
2387,341,7,415,623
2388,342,1,66,99
2389,342,2,111,167
2390,342,3,206,309
2391,342,4,321,482
2392,342,5,336,504
2393,342,6,366,549
2394,342,7,416,624
2395,343,1,67,101
2396,343,2,112,168
2397,343,3,207,311
2398,343,4,322,483
2399,343,5,337,506
2400,343,6,367,551
2401,343,7,417,626
2402,344,1,68,102
2403,344,2,113,170
2404,344,3,208,312
2405,344,4,323,485
2406,344,5,338,507
2407,344,6,368,552
2408,344,7,418,627
2409,345,1,69,104
2410,345,2,114,171
2411,345,3,209,314
2412,345,4,324,486
2413,345,5,339,509
2414,345,6,369,554
2415,345,7,419,629
2416,346,1,70,105
2417,346,2,115,173
2418,346,3,210,315
2419,346,4,325,488
2420,346,5,340,510
2421,346,6,370,555
2422,346,7,420,630
2423,347,1,71,107
2424,347,2,116,174
2425,347,3,211,317
2426,347,4,326,489
2427,347,5,341,512
2428,347,6,371,557
2429,347,7,421,632
2430,348,1,72,108
2431,348,2,117,176
2432,348,3,212,318
2433,348,4,327,491
2434,348,5,342,513
2435,348,6,372,558
2436,348,7,422,633
2437,349,1,73,110
2438,349,2,118,177
2439,349,3,213,320
2440,349,4,328,492
2441,349,5,343,515
2442,349,6,373,560
2443,349,7,423,635
2444,350,1,74,111
2445,350,2,119,179
2446,350,3,214,321
2447,350,4,329,494
2448,350,5,344,516
2449,350,6,374,561
2450,350,7,424,636
2451,351,1,50,75
2452,351,2,95,143
2453,351,3,190,285
2454,351,4,305,458
2455,351,5,320,480
2456,351,6,350,525
2457,351,7,400,600
2458,352,1,51,77
2459,352,2,96,144
2460,352,3,191,287
2461,352,4,306,459
2462,352,5,321,482
2463,352,6,351,527
2464,352,7,401,602
2465,353,1,52,78
2466,353,2,97,146
2467,353,3,192,288
2468,353,4,307,461
2469,353,5,322,483
2470,353,6,352,528
2471,353,7,402,603
2472,354,1,53,80
2473,354,2,98,147
2474,354,3,193,290
2475,354,4,308,462
2476,354,5,323,485
2477,354,6,353,530
2478,354,7,403,605
2479,355,1,54,81
2480,355,2,99,149
2481,355,3,194,291
2482,355,4,309,464
2483,355,5,324,486
2484,355,6,354,531
2485,355,7,404,606
2486,356,1,55,83
2487,356,2,100,150
2488,356,3,195,293
2489,356,4,310,465
2490,356,5,325,488
2491,356,6,355,533
2492,356,7,405,608
2493,357,1,56,84
2494,357,2,101,152
2495,357,3,196,294
2496,357,4,311,467
2497,357,5,326,489
2498,357,6,356,534
2499,357,7,406,609
2500,358,1,57,86
2501,358,2,102,153
2502,358,3,197,296
2503,358,4,312,468
2504,358,5,327,491
2505,358,6,357,536
2506,358,7,407,611
2507,359,1,58,87
2508,359,2,103,155
2509,359,3,198,297
2510,359,4,313,470
2511,359,5,328,492
2512,359,6,358,537
2513,359,7,408,612
2514,360,1,59,89
2515,360,2,104,156
2516,360,3,199,299
2517,360,4,314,471
2518,360,5,329,494
2519,360,6,359,539
2520,360,7,409,614
2521,361,1,60,90
2522,361,2,105,158
2523,361,3,200,300
2524,361,4,315,473
2525,361,5,330,495
2526,361,6,360,540
2527,361,7,410,615
2528,362,1,61,92
2529,362,2,106,159
2530,362,3,201,302
2531,362,4,316,474
2532,362,5,331,497
2533,362,6,361,542
2534,362,7,411,617
2535,363,1,62,93
2536,363,2,107,161
2537,363,3,202,303
2538,363,4,317,476
2539,363,5,332,498
2540,363,6,362,543
2541,363,7,412,618
2542,364,1,63,95
2543,364,2,108,162
2544,364,3,203,305
2545,364,4,318,477
2546,364,5,333,500
2547,364,6,363,545
2548,364,7,413,620
2549,365,1,64,96
2550,365,2,109,164
2551,365,3,204,306
2552,365,4,319,479
2553,365,5,334,501
2554,365,6,364,546
2555,365,7,414,621
2556,366,1,65,98
2557,366,2,110,165
2558,366,3,205,308
2559,366,4,320,480
2560,366,5,335,503
2561,366,6,365,548
2562,366,7,415,623
2563,367,1,66,99
2564,367,2,111,167
2565,367,3,206,309
2566,367,4,321,482
2567,367,5,336,504
2568,367,6,366,549
2569,367,7,416,624
2570,368,1,67,101
2571,368,2,112,168
2572,368,3,207,311
2573,368,4,322,483
2574,368,5,337,506
2575,368,6,367,551
2576,368,7,417,626
2577,369,1,68,102
2578,369,2,113,170
2579,369,3,208,312
2580,369,4,323,485
2581,369,5,338,507
2582,369,6,368,552
2583,369,7,418,627
2584,370,1,69,104
2585,370,2,114,171
2586,370,3,209,314
2587,370,4,324,486
2588,370,5,339,509
2589,370,6,369,554
2590,370,7,419,629
2591,371,1,70,105
2592,371,2,115,173
2593,371,3,210,315
2594,371,4,325,488
2595,371,5,340,510
2596,371,6,370,555
2597,371,7,420,630
2598,372,1,71,107
2599,372,2,116,174
2600,372,3,211,317
2601,372,4,326,489
2602,372,5,341,512
2603,372,6,371,557
2604,372,7,421,632
2605,373,1,72,108
2606,373,2,117,176
2607,373,3,212,318
2608,373,4,327,491
2609,373,5,342,513
2610,373,6,372,558
2611,373,7,422,633
2612,374,1,73,110
2613,374,2,118,177
2614,374,3,213,320
2615,374,4,328,492
2616,374,5,343,515
2617,374,6,373,560
2618,374,7,423,635
2619,375,1,74,111
2620,375,2,119,179
2621,375,3,214,321
2622,375,4,329,494
2623,375,5,344,516
2624,375,6,374,561
2625,375,7,424,636
2626,376,1,50,75
2627,376,2,95,143
2628,376,3,190,285
2629,376,4,305,458
